?,Automated,Date,Date (Days),Date (ISO Week numbers),Downtime date,Downtime Reason,Employee,Employee Qualification,grey,KPI color,Maintenance date,Production Line,Split,Split (string),Split text,Summary visible,Target met,Tech issue date,Work Conditions,# Downtime days,% Availability OEE,% Availability OOE,% challenging,% Defect density,% Downtime Rate,% First Pass Yield (FPY),% Overall Equipment Effectiveness (OEE),% Overall Operations Effectiveness (OOE),% Production Attainment,% Target,% Target (KPI),Between downtime,Between maintenance,Between tech issues,Breaks dim,Breaks time,Color hub,Color hub (copy),Cost - defect Measure,Costs,Costs (copy),Defect Density KPI string,Defect density KPI vl,Defective Units,Difference from target,Difference from target (std),Difference from target Ms,Dim FPY,Dim Run Hours,Dim Throughput / hour,Downtime Hours,Downtime hours cost,Downtime hours TOTAL costs,Downtime time,DR KPI string,DR KPI vl,Good Units dim,Hub,Hub (label),Int iso weeks,KPI Point 1,KPI Point 2,KPI Point 3,KPI Point 4,KPI Point Hub,KPI Point Hub (upper),KPI Point volume,Maintenance time,Maintenance time dim,OEE KPI string,OEE KPI vl,Other issue time,Performance,Planned - downtime time,Planned time,Planned Units,Point -0.7,Point -1,Point -1 (blank),Point 1,Produced Units,Production Attainment KPI string,Production Attainment KPI vl,Production KPI string,Production KPI vl,Production volume,Production volume dim,Profit | good units,Profit | Max theoretical,Profit | net,Profit | net %,Raw Material Shortage time,Run time ([Planned time] - [Downtime time] - [Breaks time]),Scheduled time ([Planned time] - [Breaks] ),Scheduled time ([Planned time] - [Breaks] - [Maintenance time]),Scheduled time dim,Target met (reg),Target met (reg) KPI,Tech issue time,Tech issue time dim,Theoretical run rate,Throughput / hour,Wasted hours other reason dim
?,False,4/9/2023,"April 9, 2023",2023 W14,,Tech Issue,Ava White,3,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,16.9%,0%,83%,49%,43%,0%,-17%,83.0%,,,,1,1, worse than target,( worse than target ),1120,,, worse than critical,9.867469880,14,-17,0,-17,0.831325301,,,,0,,0, better than target,3,69,83,83,45017,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,15.714285714,,0.592857143,8,8,100,Point,Point,Point,Point,83, worse than critical,40, worse than target,17,83,83,6900,14000,,,,7,7,7,,False,False,,,,11.857142857,0
?,False,4/10/2023,"April 10, 2023",2023 W15,,Maintenance,Luna Garcia,2,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,9.5%,0%,90%,68%,59%,100%,+5.0%,105.0%,,,,1,1, better than target,( better than target ),800,,, worse than critical,2.523809524,10,5,0,5,0.904761905,,,,0,,0, better than target,3,95,105,105,45024,Point,Point,Point,Point,Point,Point,Point,0,, better than target,2.857142857,,0.75,8,8,100,Point,Point,Point,Point,105, better than target,40, better than target,5,105,105,9500,14000,,,,7,7,7,,True,True,,,,15,0
?,False,4/11/2023,"April 11, 2023",2023 W15,,Tech Issue,Zoe Martinez,8,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,6.3%,0%,94%,64%,56%,0%,-05%,95.0%,,,,1,1, worse than target,( worse than target ),480,,, worse than target,3.315789474,6,-5,0,-5,0.936842105,,,,0,,0, better than target,3,89,95,95,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,1.428571429,,0.678571429,8,8,100,Point,Point,Point,Point,95, worse than critical,40, worse than target,5,95,95,8900,14000,,,,7,7,7,,False,False,,,,13.571428571,0
?,False,4/12/2023,"April 12, 2023",2023 W15,,Other,Finn Sullivan,6,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,17.3%,0%,83%,48%,42%,0%,-19%,81.0%,,,,1,1, worse than target,( worse than target ),1120,,, worse than critical,10.283950617,14,-19,0,-19,0.827160494,,,,0,,0, better than target,3,67,81,81,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,17.142857143,,0.578571429,8,8,100,Point,Point,Point,Point,81, worse than critical,40, worse than target,19,81,81,6700,14000,,,,7,7,7,,False,False,,,,11.571428571,0
?,False,4/13/2023,"April 13, 2023",2023 W15,,Other,Owen Taylor,6,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,13.8%,0%,86%,49%,43%,0%,-20%,80.0%,,,,1,1, worse than target,( worse than target ),880,,, worse than critical,6.75,11,-20,0,-20,0.8625,,,,0,,0, better than target,3,69,80,80,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,15.714285714,,0.571428571,8,8,100,Point,Point,Point,Point,80, worse than critical,40, worse than target,20,80,80,6900,14000,,,,7,7,7,,False,False,,,,11.428571429,0
?,False,4/14/2023,"April 14, 2023",2023 W15,,Material Shortage,Leo Johnson,2,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,14.5%,0%,86%,51%,44%,0%,-17%,83.0%,,,,1,1, worse than target,( worse than target ),960,,, worse than critical,7.457831325,12,-17,0,-17,0.855421687,,,,0,,0, better than target,3,71,83,83,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,14.285714286,,0.592857143,8,8,100,Point,Point,Point,Point,83, worse than critical,40, worse than target,17,83,83,7100,14000,,,,7,7,7,,False,False,,,,11.857142857,0
?,False,4/15/2023,"April 15, 2023",2023 W15,4/15/2023,Material Shortage,Ivy Anderson,5,grey,color,,Line 4,Total,Total,,True,False,,Challenging,1,71%,63%,100%,12.5%,25%,88%,60%,53%,0%,-04%,96.0%,1,,,1,1, worse than target,( worse than target ),960,4760,4760, worse than critical,5.5,12,-4,0,-4,0.875,5,19.2,2,3400,3800,2, worse than critical,18,84,96,96,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,0,0.96,6,8,100,Point,Point,Point,Point,96, worse than critical,40, worse than target,4,96,96,8400,14000,3640,26%,2,5,7,7,,False,False,0,,,19.2,2
?,False,4/16/2023,"April 16, 2023",2023 W15,,Material Shortage,Eli Brown,6,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,15.6%,0%,84%,54%,48%,0%,-10%,90.0%,,,,1,1, worse than target,( worse than target ),1120,,, worse than critical,8.555555556,14,-10,0,-10,0.844444444,,,,0,,0, better than target,3,76,90,90,45024,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,10.714285714,,0.642857143,8,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,7600,14000,,,,7,7,7,,False,False,,,,12.857142857,0
?,False,4/17/2023,"April 17, 2023",2023 W16,,Other,Zoe Martinez,9,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,10.1%,0%,90%,70%,61%,100%,+9.0%,109.0%,,,,1,1, better than target,( better than target ),880,,, worse than critical,3.091743119,11,9,0,9,0.899082569,,,,0,,0, better than target,3,98,109,109,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5,,0.778571429,8,8,100,Point,Point,Point,Point,109, better than target,40, better than target,9.000000000,109,109,9800,14000,,,,7,7,7,,True,True,,,,15.571428571,0
?,False,4/18/2023,"April 18, 2023",2023 W16,4/18/2023,Tech Issue,Leo Johnson,1,grey,color,,Line 4,Total,Total,,True,False,4/18/2023,Normal,1,86%,75%,0%,9.2%,13%,91%,64%,56%,0%,-02%,98.0%,1,,1,1,1, worse than target,( worse than target ),720,6920,6920, worse than critical,2.183673469,9,-2,0,-2,0.908163265,6,16.333333333,1,2200,6200,1, worse than critical,5.5,89,98,98,45031,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,1.428571429,0,0.816666667,7,8,100,Point,Point,Point,Point,98, worse than critical,40, worse than target,2,98,98,8900,14000,1980,14%,0,6,7,7,,False,False,1,1,,16.333333333,1
?,False,4/19/2023,"April 19, 2023",2023 W16,4/19/2023,Tech Issue,Leo Johnson,7,grey,color,,Line 4,Total,Total,,True,False,4/19/2023,Normal,1,86%,75%,0%,13.1%,13%,87%,52%,46%,0%,-16%,84.0%,1,,1,1,1, worse than target,( worse than target ),880,7080,7080, worse than critical,6.095238095,11,-16,0,-16,0.869047619,6,14,1,2200,6200,1, worse than critical,5.5,73,84,84,45031,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,12.857142857,0,0.7,7,8,100,Point,Point,Point,Point,84, worse than critical,40, worse than target,16,84,84,7300,14000,220,2%,0,6,7,7,,False,False,1,1,,14,1
?,False,4/20/2023,"April 20, 2023",2023 W16,,Maintenance,Leo Johnson,7,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,5.0%,0%,95%,68%,59%,100%,+0.0%,100.0%,,,,1,1, better than target,( better than target ),400,,, worse than target,2,5,0,0,0,0.95,,,,0,,0, better than target,3,95,100,100,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,2.857142857,,0.714285714,8,8,100,Point,Point,Point,Point,100, better than target,40, better than target,0,100,100,9500,14000,,,,7,7,7,,True,True,,,,14.285714286,0
?,False,4/21/2023,"April 21, 2023",2023 W16,,Material Shortage,Ava White,6,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,9.4%,0%,91%,55%,48%,0%,-15%,85.0%,,,,1,1, worse than target,( worse than target ),640,,, worse than critical,2.411764706,8,-15,0,-15,0.905882353,,,,0,,0, better than target,3,77,85,85,45031,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,10,,0.607142857,8,8,100,Point,Point,Point,Point,85, worse than critical,40, worse than target,15,85,85,7700,14000,,,,7,7,7,,False,False,,,,12.142857143,0
?,False,4/22/2023,"April 22, 2023",2023 W16,,Other,Zoe Martinez,6,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,10.4%,0%,90%,74%,64%,100%,+15.0%,115.0%,,,,1,1, better than target,( better than target ),960,,, worse than critical,3.434782609,12,15,0,15,0.895652174,,,,0,,0, better than target,3,103,115,115,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,,0.821428571,8,8,100,Point,Point,Point,Point,115, better than target,40, better than target,15,115,115,10300,14000,,,,7,7,7,,True,True,,,,16.428571429,0
?,False,4/23/2023,"April 23, 2023",2023 W16,,Maintenance,Luna Garcia,2,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,4.6%,0%,95%,74%,64%,100%,+8.0%,108.0%,,,,1,1, better than target,( better than target ),400,,, worse than target,1.629629630,5,8,0,8,0.953703704,,,,0,,0, better than target,3,103,108,108,45031,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,,0.771428571,8,8,100,Point,Point,Point,Point,108, better than target,40, better than target,8.000000000,108,108,10300,14000,,,,7,7,7,,True,True,,,,15.428571429,0
?,False,4/24/2023,"April 24, 2023",2023 W17,4/24/2023,Maintenance,Mia Smith,1,grey,color,4/24/2023,Line 4,Total,Total,,True,False,,Challenging,1,100%,63%,100%,8.8%,25%,91%,73%,46%,0%,-20%,80.0%,1,1,,1,1, worse than target,( worse than target ),560,7960,7960, worse than critical,1.75,7,-20,0,-20,0.9125,5,16,2,3400,7400,2, worse than critical,18,73,80,80,45038,Point,Point,Point,Point,Point,Point,Point,2,2, better than target,8,0,0.8,6,8,100,Point,Point,Point,Point,80, worse than critical,40, worse than target,20,80,80,7300,14000,-660,-5%,0,5,7,5,5,False,False,0,,20,16,0
?,False,4/25/2023,"April 25, 2023",2023 W17,,Tech Issue,Ava White,2,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,11.1%,0%,89%,63%,55%,0%,-01%,99.0%,,,,1,1, worse than target,( worse than target ),880,,, worse than critical,4.111111111,11,-1,0,-1,0.888888889,,,,0,,0, better than target,3,88,99,99,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,2.142857143,,0.707142857,8,8,100,Point,Point,Point,Point,99, worse than critical,40, worse than target,1,99,99,8800,14000,,,,7,7,7,,False,False,,,,14.142857143,0
?,False,4/26/2023,"April 26, 2023",2023 W17,4/26/2023,Other,Luna Garcia,2,grey,color,,Line 4,Total,Total,,True,False,,Normal,1,86%,75%,0%,6.7%,13%,93%,60%,53%,0%,-10%,90.0%,1,,,1,1, worse than target,( worse than target ),480,2880,2880, worse than target,3.666666667,6,-10,0,-10,0.933333333,6,15,1,2200,2400,1, worse than critical,5.5,84,90,90,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5,1,0.75,7,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,8400,14000,5520,39%,0,6,7,7,,False,False,0,,,15,1
?,False,4/27/2023,"April 27, 2023",2023 W17,4/27/2023,Tech Issue,Leo Johnson,5,grey,color,,Line 4,Total,Total,,True,False,4/27/2023,Challenging,1,86%,75%,100%,6.4%,13%,94%,63%,55%,0%,-06%,94.0%,1,,1,1,1, worse than target,( worse than target ),480,6680,6680, worse than target,3.382978723,6,-6,0,-6,0.936170213,6,15.666666667,1,2200,6200,1, worse than critical,5.5,88,94,94,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,2.142857143,0,0.783333333,7,8,100,Point,Point,Point,Point,94, worse than critical,40, worse than target,6.000000000,94,94,8800,14000,2120,15%,0,6,7,7,,False,False,1,1,,15.666666667,1
?,False,4/28/2023,"April 28, 2023",2023 W17,,Material Shortage,Luna Garcia,6,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,10.8%,0%,89%,59%,52%,0%,-07%,93.0%,,,,1,1, worse than target,( worse than target ),800,,, worse than critical,3.752688172,10,-7,0,-7,0.892473118,,,,0,,0, better than target,3,83,93,93,45038,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,5.714285714,,0.664285714,8,8,100,Point,Point,Point,Point,93, worse than critical,40, worse than target,7.000000000,93,93,8300,14000,,,,7,7,7,,False,False,,,,13.285714286,0
?,False,4/29/2023,"April 29, 2023",2023 W17,,Material Shortage,Ava White,7,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,7.4%,0%,93%,71%,63%,100%,+8.0%,108.0%,,,,1,1, better than target,( better than target ),640,,, worse than critical,0.407407407,8,8,0,8,0.925925926,,,,0,,0, better than target,3,100,108,108,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,6.428571429,,0.771428571,8,8,100,Point,Point,Point,Point,108, better than target,40, better than target,8.000000000,108,108,10000,14000,,,,7,7,7,,True,True,,,,15.428571429,0
?,False,4/30/2023,"April 30, 2023",2023 W17,,Tech Issue,Max Parker,2,grey,color,,Line 4,Total,Total,,True,True,,Normal,0,100%,88%,0%,9.8%,0%,90%,66%,58%,100%,+2.0%,102.0%,,,,1,1, better than target,( better than target ),800,,, worse than critical,2.803921569,10,2,0,2,0.901960784,,,,0,,0, better than target,3,92,102,102,45038,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,,0.728571429,8,8,100,Point,Point,Point,Point,102, better than target,40, better than target,2,102,102,9200,14000,,,,7,7,7,,True,True,,,,14.571428571,0
?,False,5/1/2023,"May 1, 2023",2023 W18,,Other,Finn Sullivan,4,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,11.2%,0%,89%,56%,49%,0%,-11%,89.0%,,,,1,1, worse than target,( worse than target ),800,,, worse than critical,4.235955056,10,-11,0,-11,0.887640449,,,,0,,0, better than target,3,79,89,89,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,8.571428571,,0.635714286,8,8,100,Point,Point,Point,Point,89, worse than critical,40, worse than target,11,89,89,7900,14000,,,,7,7,7,,False,False,,,,12.714285714,0
?,False,5/2/2023,"May 2, 2023",2023 W18,5/2/2023,Other,Luna Garcia,7,grey,color,,Line 4,Total,Total,,True,True,,Challenging,1,86%,75%,100%,12.0%,13%,88%,74%,64%,100%,+17.0%,117.0%,1,,,1,1, better than target,( better than target ),1120,3520,3520, worse than critical,4.965811966,14,17,0,17,0.880341880,6,19.5,1,2200,2400,1, worse than critical,5.5,103,117,117,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,8.571428571,1,0.975,7,8,100,Point,Point,Point,Point,117, better than target,40, better than target,17,117,117,10300,14000,6780,48%,0,6,7,7,,True,True,0,,,19.5,1
?,False,5/3/2023,"May 3, 2023",2023 W18,,Tech Issue,Finn Sullivan,5,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,12.6%,0%,87%,54%,48%,0%,-13%,87.0%,,,,1,1, worse than target,( worse than target ),880,,, worse than critical,5.643678161,11,-13,0,-13,0.873563218,,,,0,,0, better than target,3,76,87,87,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,10.714285714,,0.621428571,8,8,100,Point,Point,Point,Point,87, worse than critical,40, worse than target,13,87,87,7600,14000,,,,7,7,7,,False,False,,,,12.428571429,0
?,False,5/4/2023,"May 4, 2023",2023 W18,,Maintenance,Mia Smith,4,grey,color,,Line 4,Total,Total,,True,True,,Normal,0,100%,88%,0%,5.3%,0%,95%,76%,67%,100%,+13.0%,113.0%,,,,1,1, better than target,( better than target ),480,,, worse than target,2.309734513,6,13,0,13,0.946902655,,,,0,,0, better than target,3,107,113,113,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,11.428571429,,0.807142857,8,8,100,Point,Point,Point,Point,113, better than target,40, better than target,13,113,113,10700,14000,,,,7,7,7,,True,True,,,,16.142857143,0
?,False,5/5/2023,"May 5, 2023",2023 W18,,Material Shortage,Mia Smith,6,grey,color,,Line 4,Total,Total,,True,False,,Normal,0,100%,88%,0%,16.5%,0%,84%,51%,44%,0%,-15%,85.0%,,,,1,1, worse than target,( worse than target ),1120,,, worse than critical,9.470588235,14,-15,0,-15,0.835294118,,,,0,,0, better than target,3,71,85,85,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,14.285714286,,0.607142857,8,8,100,Point,Point,Point,Point,85, worse than critical,40, worse than target,15,85,85,7100,14000,,,,7,7,7,,False,False,,,,12.142857143,0
?,False,5/6/2023,"May 6, 2023",2023 W18,,Tech Issue,Luna Garcia,3,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,7.8%,0%,92%,68%,59%,100%,+3.0%,103.0%,,,,1,1, better than target,( better than target ),640,,, worse than critical,0.766990291,8,3,0,3,0.922330097,,,,0,,0, better than target,3,95,103,103,45045,Point,Point,Point,Point,Point,Point,Point,0,, better than target,2.857142857,,0.735714286,8,8,100,Point,Point,Point,Point,103, better than target,40, better than target,3,103,103,9500,14000,,,,7,7,7,,True,True,,,,14.714285714,0
?,False,5/7/2023,"May 7, 2023",2023 W18,,Tech Issue,Finn Sullivan,1,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,13.1%,0%,87%,61%,54%,0%,-01%,99.0%,,,,1,1, worse than target,( worse than target ),1040,,, worse than critical,6.131313131,13,-1,0,-1,0.868686869,,,,0,,0, better than target,3,86,99,99,45045,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,3.571428571,,0.707142857,8,8,100,Point,Point,Point,Point,99, worse than critical,40, worse than target,1,99,99,8600,14000,,,,7,7,7,,False,False,,,,14.142857143,0
?,False,5/8/2023,"May 8, 2023",2023 W19,,Tech Issue,Owen Taylor,2,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,6.9%,0%,93%,68%,59%,100%,+2.0%,102.0%,,,,1,1, better than target,( better than target ),560,,, worse than target,3.862745098,7,2,0,2,0.931372549,,,,0,,0, better than target,3,95,102,102,45052,Point,Point,Point,Point,Point,Point,Point,0,, better than target,2.857142857,,0.728571429,8,8,100,Point,Point,Point,Point,102, better than target,40, better than target,2,102,102,9500,14000,,,,7,7,7,,True,True,,,,14.571428571,0
?,False,5/9/2023,"May 9, 2023",2023 W19,,Other,Luna Garcia,5,grey,color,,Line 4,Total,Total,,True,True,,Normal,0,100%,88%,0%,7.9%,0%,92%,75%,66%,100%,+14.0%,114.0%,,,,1,1, better than target,( better than target ),720,,, worse than critical,0.894736842,9,14,0,14,0.921052632,,,,0,,0, better than target,3,105,114,114,45052,Point,Point,Point,Point,Point,Point,Point,0,, better than target,10,,0.814285714,8,8,100,Point,Point,Point,Point,114, better than target,40, better than target,14,114,114,10500,14000,,,,7,7,7,,True,True,,,,16.285714286,0
?,False,5/10/2023,"May 10, 2023",2023 W19,,Tech Issue,Owen Taylor,7,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,6.2%,0%,94%,65%,57%,0%,-03%,97.0%,,,,1,1, worse than target,( worse than target ),480,,, worse than target,3.185567010,6,-3,0,-3,0.938144330,,,,0,,0, better than target,3,91,97,97,45052,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0,,0.692857143,8,8,100,Point,Point,Point,Point,97, worse than critical,40, worse than target,3,97,97,9100,14000,,,,7,7,7,,False,False,,,,13.857142857,0
?,False,5/11/2023,"May 11, 2023",2023 W19,,Other,Leo Johnson,4,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,11.8%,0%,88%,54%,47%,0%,-15%,85.0%,,,,1,1, worse than target,( worse than target ),800,,, worse than critical,4.764705882,10,-15,0,-15,0.882352941,,,,0,,0, better than target,3,75,85,85,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,11.428571429,,0.607142857,8,8,100,Point,Point,Point,Point,85, worse than critical,40, worse than target,15,85,85,7500,14000,,,,7,7,7,,False,False,,,,12.142857143,0
?,False,5/12/2023,"May 12, 2023",2023 W19,5/12/2023,Maintenance,Ava White,6,grey,color,5/12/2023,Line 4,Total,Total,,True,True,,Challenging,1,100%,63%,100%,12.6%,25%,87%,97%,61%,100%,+11.0%,111.0%,1,1,,1,1, better than target,( better than target ),1120,8520,8520, worse than critical,5.612612613,14,11,0,11,0.873873874,5,22.2,2,3400,7400,2, worse than critical,18,97,111,111,45052,Point,Point,Point,Point,Point,Point,Point,2,2, better than target,32,0,1.11,6,8,100,Point,Point,Point,Point,111, better than target,40, better than target,11,111,111,9700,14000,1180,8%,0,5,7,5,5,True,True,0,,20,22.2,0
?,False,5/13/2023,"May 13, 2023",2023 W19,,Other,Max Parker,5,grey,color,,Line 4,Total,Total,,True,True,,Challenging,0,100%,88%,100%,5.5%,0%,95%,74%,65%,100%,+10.0%,110.0%,,,,1,1, better than target,( better than target ),480,,, worse than target,2.454545455,6,10,0,10,0.945454545,,,,0,,0, better than target,3,104,110,110,45052,Point,Point,Point,Point,Point,Point,Point,0,, better than target,9.285714286,,0.785714286,8,8,100,Point,Point,Point,Point,110, better than target,40, better than target,10,110,110,10400,14000,,,,7,7,7,,True,True,,,,15.714285714,0
?,False,5/14/2023,"May 14, 2023",2023 W19,,Tech Issue,Luna Garcia,4,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,11.8%,0%,88%,54%,47%,0%,-15%,85.0%,,,,1,1, worse than target,( worse than target ),800,,, worse than critical,4.764705882,10,-15,0,-15,0.882352941,,,,0,,0, better than target,3,75,85,85,45052,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,11.428571429,,0.607142857,8,8,100,Point,Point,Point,Point,85, worse than critical,40, worse than target,15,85,85,7500,14000,,,,7,7,7,,False,False,,,,12.142857143,0
?,False,5/15/2023,"May 15, 2023",2023 W20,,Other,Zoe Martinez,7,grey,color,,Line 4,Total,Total,,True,True,,Normal,0,100%,88%,0%,11.5%,0%,88%,66%,58%,100%,+4.0%,104.0%,,,,1,1, better than target,( better than target ),960,,, worse than critical,4.538461538,12,4,0,4,0.884615385,,,,0,,0, better than target,3,92,104,104,45059,Point,Point,Point,Point,Point,Point,Point,0,, better than target,0.714285714,,0.742857143,8,8,100,Point,Point,Point,Point,104, better than target,40, better than target,4,104,104,9200,14000,,,,7,7,7,,True,True,,,,14.857142857,0
?,False,5/16/2023,"May 16, 2023",2023 W20,5/16/2023,Maintenance,Max Parker,3,grey,color,5/16/2023,Line 4,Total,Total,,True,False,,Challenging,1,100%,75%,100%,8.2%,13%,92%,75%,56%,0%,-02%,98.0%,1,1,,1,1, worse than target,( worse than target ),640,4840,4840, worse than critical,1.163265306,8,-2,0,-2,0.918367347,6,16.333333333,1,2200,4200,1, worse than critical,5.5,90,98,98,45059,Point,Point,Point,Point,Point,Point,Point,1,1, better than target,10,0,0.816666667,7,8,100,Point,Point,Point,Point,98, worse than critical,40, worse than target,2,98,98,9000,14000,4160,30%,0,6,7,6,6,False,False,0,,16.666666667,16.333333333,0
?,False,5/17/2023,"May 17, 2023",2023 W20,,Other,Finn Sullivan,6,grey,color,,Line 4,Total,Total,,True,False,,Challenging,0,100%,88%,100%,11.1%,0%,89%,57%,50%,0%,-10%,90.0%,,,,1,1, worse than target,( worse than target ),800,,, worse than critical,4.111111111,10,-10,0,-10,0.888888889,,,,0,,0, better than target,3,80,90,90,45059,Point,Point,Point,Point,Point,Point,Point,0,, worse than target,7.857142857,,0.642857143,8,8,100,Point,Point,Point,Point,90, worse than critical,40, worse than target,10,90,90,8000,14000,,,,7,7,7,,False,False,,,,12.857142857,0
?,False,5/18/2023,"May 18, 2023",2023 W20,5/18/2023,Maintenance,Finn Sullivan,6,grey,color,5/18/2023,Line 4,Total,Total,,True,True,,Normal,1,100%,75%,0%,13.6%,13%,86%,74%,56%,100%,+3.0%,103.0%,1,1,,1,1, better than target,( better than target ),1120,5320,5320, worse than critical,6.592233010,14,3,0,3,0.864077670,6,17.166666667,1,2200,4200,1, worse than critical,5.5,89,103,103,45059,Point,Point,Point,Point,Point,Point,Point,1,1, better than target,9.166666667,0,0.858333333,7,8,100,Point,Point,Point,Point,103, better than target,40, better than target,3,103,103,8900,14000,3580,26%,0,6,7,6,6,True,True,0,,16.666666667,17.166666667,0
?,False,5/19/2023,"May 19, 2023",2023 W20,5/19/2023,Other,Mia Smith,1,grey,color,,Line 4,Total,Total,,True,True,,Challenging,1,86%,75%,100%,9.7%,13%,90%,73%,64%,100%,+13.0%,113.0%,1,,,1,1, better than target,( better than target ),880,3280,3280, worse than critical,2.734513274,11,13,0,13,0.902654867,6,18.833333333,1,2200,2400,1, worse than critical,5.5,102,113,113,45059,Point,Point,Point,Point,Point,Point,Point,0,, better than target,7.857142857,1,0.941666667,7,8,100,Point,Point,Point,Point,113, better than target,40, better than target,13,113,113,10200,14000,6920,49%,0,6,7,7,,True,True,0,,,18.833333333,1
?,False,5/20/2023,"May 20, 2023",2023 W20,,Material Shortage,Max Parker,3,grey,color,,Line 4,Total,Total,,True,True,,Normal,0,100%,88%,0%,8.4%,0%,92%,70%,61%,100%,+7.0%,107.0%,,,,1,1, better than target,( better than target ),720,,, worse than critical,1.411214953,9,7,0,7,0.915887850,,,,0,,0, better than target,3,98,107,107,45059,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5,,0.764285714,8,8,100,Point,Point,Point,Point,107, better than target,40, better than target,7.000000000,107,107,9800,14000,,,,7,7,7,,True,True,,,,15.285714286,0
?,False,5/21/2023,"May 21, 2023",2023 W20,,Other,Ava White,8,grey,color,,Line 4,Total,Total,,True,True,,Normal,0,100%,88%,0%,10.8%,0%,89%,71%,62%,100%,+11.0%,111.0%,,,,1,1, better than target,( better than target ),960,,, worse than critical,3.810810811,12,11,0,11,0.891891892,,,,0,,0, better than target,3,99,111,111,45059,Point,Point,Point,Point,Point,Point,Point,0,, better than target,5.714285714,,0.792857143,8,8,100,Point,Point,Point,Point,111, better than target,40, better than target,11,111,111,9900,14000,,,,7,7,7,,True,True,,,,15.857142857,0
